date,tweetId,name,tweet,created_at,location
2020-12-15  17:32,1338557205193297920,GridPalGeorge,"RT @inc_yv: Join us today for Episode 12 of the @Flipgrid series #AskYaritza with special guest @CoachHicks1914 at 5p CT/6p ET

Join in on…",2020-12-14 18:51:21,"Minneapolis, MN"
2020-12-15  17:32,1338557115112148992,______Bernardo,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:51:00,"Seattle, WA"
2020-12-15  17:32,1338557055607713797,RichardW1001,"@allenholub I think of ""computer science"" being as to ""software engineering"" as ""physics"" is to ""mechanical enginee… https://t.co/bjkEUyq6QG",2020-12-14 18:50:45,UK
2020-12-15  17:32,1338556975316078600,JoelReid12,"At 3M, a Doctor was honored with that term.  That was a PHD in Physics, Chemical Engineering, Chemistry, Computer S… https://t.co/TXdUd7iU0s",2020-12-14 18:50:26,
2020-12-15  17:32,1338556892147290117,lambert_kwizera,@eLHAMiiD @UWAMAHOROFortu1 @DeogratiasUkur1 @IGIHE Computer science-Microsoft-Health...ntasanzwe!!!,2020-12-14 18:50:06,"Kigali, Rwanda"
2020-12-15  17:32,1338556688010518528,leafwarbler,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:49:18,"Sapony Land (Raleigh, NC)"
2020-12-15  17:32,1338556660277784584,Grod56,"@DrKarlynB But not all degrees are created equal, no? No disrespect to the gender studies majors, but it's got to b… https://t.co/tRdlKzOFQ5",2020-12-14 18:49:11,
2020-12-15  17:32,1338556578253975555,RickValenzano,"Well, its been a fun three years at Element AI, but I am moving on to a new adventure. Starting in January, I will… https://t.co/epTofqc32d",2020-12-14 18:48:52,"Toronto, Ontario"
2020-12-15  17:32,1338556562953150464,Iredia_08,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:48:48,
2020-12-15  17:32,1338556475095048195,HigherEdJobs,Become the Dean of Engineering and Computer Science for VinUniversity: https://t.co/1BhSCaeZqg #HigherEd #HigherEdJobs,2020-12-14 18:48:27,"State College, Pennsylvania"
2020-12-15  17:32,1338556237668093952,thomason_mr,@HeskethMiss @Cansfield1 Whoever said the one about Xbox Series X better be thinking of taking Computer science.... 😂,2020-12-14 18:47:30,
2020-12-15  17:32,1338555828706676741,3FiresKwe,@detroitnews WTF does the Democrat Secretary of State know about electronics and computer software engineering?  NA… https://t.co/V07lSAs28X,2020-12-14 18:45:53,"Sault Sainte Marie, MI"
2020-12-15  17:32,1338555542596247554,Stormystepsdown,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:44:45,"California, USA"
2020-12-15  17:32,1338555456390914049,Dumkey404,Dedicate money used for things like Arts and Science and dedicate it to computer sciences and technology. It sounds… https://t.co/vsvLgUecHS,2020-12-14 18:44:24,In my mind 
2020-12-15  17:32,1338555285498175489,ComputingHubOTS,RT @Stevi_e_c: Teachers of #designtech come along to a free @WeAreComputing webinar this Wednesday https://t.co/mn7A6tjxLP - and also find…,2020-12-14 18:43:43,southwest
2020-12-15  17:32,1338555233660792840,logrademigraine,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:43:31,"Arlington, TX"
2020-12-15  17:32,1338555179256442880,Olayemmy_007,@BiyiThePlug Computer science,2020-12-14 18:43:18,Abeokuta
2020-12-15  17:32,1338555161682337794,D3_B0H,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:43:14,Somewhere W/ a Camera
2020-12-15  17:32,1338555081763983366,butterfly_gurl_,"⚠️PERSONAL RANT⚠️
I learned from Tiger to follow my dream no matter how hard it is. Today, I had the 1st out of 4 e… https://t.co/gqoQai1bEo",2020-12-14 18:42:55,Mars🛸
2020-12-15  17:32,1338554885751508993,annkozma723,"RT @inc_yv: Join us today for Episode 12 of the @Flipgrid series #AskYaritza with special guest @CoachHicks1914 at 5p CT/6p ET

Join in on…",2020-12-14 18:42:08,"California, USA"
2020-12-15  17:32,1338554836007182337,notanna1,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:41:56,Dundee (Scotland)
2020-12-15  17:32,1338554670676119552,MuizzDawood,RT @tariqcarrim: Alhamdullilah passed first year BSc Computer Science 😌,2020-12-14 18:41:17,"Pretoria, South Africa"
2020-12-15  17:32,1338554593815523333,strawverrybunny,@RElOFHOPE rlly happy for you!! No more school related stress or losing sleep over it. You graduated in computer sc… https://t.co/cXmWCxSu2j,2020-12-14 18:40:58,she/her
2020-12-15  17:32,1338554505491664897,JimTanaka1,@JoeBiden yes Criminals use Computer Science to adjust voting count.,2020-12-14 18:40:37,
2020-12-15  17:32,1338554390991544323,bhccourier,RT @BHCLibrary: This is Computer Science Education Week . Check out our resources https://t.co/ZUfqFVRN7K https://t.co/593i84MWmE,2020-12-14 18:40:10,"Farmers Branch/Dallas, TX"
2020-12-15  17:32,1338554383030620160,turnipchamber,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:40:08,"Washington, USA"
2020-12-15  17:32,1338554352374591490,emidennar,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:40:01,"Houston, TX"
2020-12-15  17:32,1338554348423446529,tivonit,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:40:00,"Seattle, WA"
2020-12-15  17:32,1338554331205836802,OnYour6Degrees,Computer Science Jobs Pay Well and Are Growing Fast. Why Are They Out of Reach for So Many of America's Students? -… https://t.co/t5XBDqQjD1,2020-12-14 18:39:56,"California & Hawai’i Nei, USA"
2020-12-15  17:32,1338554325283573761,nana_ephuah,"RT @CareermattersNG: *Packet Switch (PS) Core Operation &amp; Maintenance Engineer at Airtel Nigeria*

Bachelor / Masters of Telecommunication…",2020-12-14 18:39:54,
2020-12-15  17:32,1338554260645097473,baobaofzhang,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:39:39,"Ithaca, NY"
2020-12-15  17:32,1338554210598711297,anaturalstate,"RT @Macomabalthica: #PhDposition available to work at the interface of computer science and marine science, using a brand new underwater ro…",2020-12-14 18:39:27,N 50 21' 0'' / W 4 8' 0''
2020-12-15  17:32,1338554179791556610,Ghanaian_ice,"RT @CareermattersNG: *Packet Switch (PS) Core Operation &amp; Maintenance Engineer at Airtel Nigeria*

Bachelor / Masters of Telecommunication…",2020-12-14 18:39:20,"New York, NY"
2020-12-15  17:32,1338554152356622338,Bassaces1,"RT @Garrett_Archer: By the way, even this poorly worded garbage, no secret algorithm was found. If a ""forensic audit"" of ballot machines is…",2020-12-14 18:39:13,
2020-12-15  17:32,1338554144689414146,ThvtYorubaGehl,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:39:11,Wherever
2020-12-15  17:32,1338554143766700035,Sylvesterceeza,@BiyiThePlug Computer Science,2020-12-14 18:39:11,🇳🇬
2020-12-15  17:32,1338554094399737860,profcasby,#Trump says: “Go with the #science.  Forensic computer science.”,2020-12-14 18:38:59,
2020-12-15  17:32,1338554073356767233,varun18vijay,"RT @raju: Changing the ""color"" of Computer Science in America
These jobs pay well and are growing fast. Why are they out of reach for so ma…",2020-12-14 18:38:54,"Bengaluru, India"
2020-12-15  17:32,1338554073256083457,CUEngineering,"Outstanding Undergraduate for Academic Achievement: Anne Lydens 🏅

Annie is both a student and senior developer for… https://t.co/8RRi0Knffj",2020-12-14 18:38:54,"Boulder, CO"
2020-12-15  17:32,1338554071045664768,CUEngineering,"Outstanding Undergraduate for Academic Achievement: Thomas Dolan 🏅

Thomas is applying to software engineering role… https://t.co/zCEu2jGWgk",2020-12-14 18:38:54,"Boulder, CO"
2020-12-15  17:32,1338554069812535296,CUEngineering,"Outstanding Undergraduate for Academic Achievement: Cailyn Craven 🏅

She owns and operates an e-commerce business a… https://t.co/uU0cYypnIZ",2020-12-14 18:38:54,"Boulder, CO"
2020-12-15  17:32,1338553940150005760,Nephropseu,"RT @Macomabalthica: #PhDposition available to work at the interface of computer science and marine science, using a brand new underwater ro…",2020-12-14 18:38:23,Scarborough England Europe
2020-12-15  17:32,1338553936865865729,marine_women,"RT @Macomabalthica: #PhDposition available to work at the interface of computer science and marine science, using a brand new underwater ro…",2020-12-14 18:38:22,
2020-12-15  17:32,1338553910676557827,Oluwa_kemmy,"RT @CareermattersNG: *Packet Switch (PS) Core Operation &amp; Maintenance Engineer at Airtel Nigeria*

Bachelor / Masters of Telecommunication…",2020-12-14 18:38:16,
2020-12-15  17:32,1338553900903829505,Mst_Joshua_E,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:38:13,"Texas, Chicago, Lagos"
2020-12-15  17:32,1338553811267366916,Artificialbra1n,"RT @wilmu: *NEW* at #WilmU: Undergraduate certificate in #ArtificialIntelligence, one of the fastest-growing areas of computer science. htt…",2020-12-14 18:37:52,
2020-12-15  17:32,1338553785506009089,frahnnie,"RT @MrFaniyi_: Looking for computer science/ software engineering person that can write research papers?

Paid gig",2020-12-14 18:37:46,Nigeria
2020-12-15  17:32,1338553627112329226,CareermattersNG,"*Packet Switch (PS) Core Operation &amp; Maintenance Engineer at Airtel Nigeria*

Bachelor / Masters of Telecommunicati… https://t.co/CLJLHyRdk2",2020-12-14 18:37:08,Nigeria
2020-12-15  17:32,1338553618388185091,harm6HW,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:37:06,"Dallas, TX"
2020-12-15  17:32,1338553613296275456,cs_swat,"New Swarthmore Computer Science course for Spring 2021! CS18:  Databases. In this class, students will understand m… https://t.co/NAlnSXE3sl",2020-12-14 18:37:05,
2020-12-15  17:32,1338553550960549891,HanochRizz,RT @AntonioRuiz_F: Why your brain is not a computer https://t.co/0OxgyIU8lU #ai,2020-12-14 18:36:50,
2020-12-15  17:32,1338553532849545218,pqrkerstilinski,fun fact i started freaking out in computer science cause i was looking up leonarido dicarpio and realised him and… https://t.co/S3GRszrMwC,2020-12-14 18:36:46,she/her. bi. poc. minor. uk. 
2020-12-15  17:32,1338553492638736384,Server131,@CommieSuperman @liberalpuppy @KMCRadio @realDonaldTrump @JoeBiden Based on forensic evidence. Computer code runs t… https://t.co/h8TwZj1NPj,2020-12-14 18:36:36,Everywhere...  except Russia.
2020-12-15  17:32,1338553277030559745,nzglen,"@StryyderG @msenicaracing @itsJeffTiedrich @realDonaldTrump Imagine if one day that same mythical ""hand computer"" c… https://t.co/VmrxIl8hO7",2020-12-14 18:35:45,he/him
2020-12-15  17:32,1338553227156058121,BD_Stew,"RT @Macomabalthica: #PhDposition available to work at the interface of computer science and marine science, using a brand new underwater ro…",2020-12-14 18:35:33,"York, UK"
2020-12-15  17:32,1338553149142020098,AntonioRuiz_F,Why your brain is not a computer https://t.co/0OxgyIU8lU #ai,2020-12-14 18:35:14,World
2020-12-15  17:32,1338553016249704448,mario_montagud,"50 days' free access to our recently published article ""Wersync: A web platform for synchronized social viewing ena… https://t.co/1RaAyKzCTA",2020-12-14 18:34:42,Montitxelvo (Spain)
2020-12-15  17:32,1338552967981568001,JTHS_Science,"RT @ISBEnews: High school sophs and jrs interested in physics, math, computer science &amp; engineering: @Fermilab is taking apps for the 2021…",2020-12-14 18:34:31,"Joliet, IL"
2020-12-15  17:32,1338552808476434433,BlackRadAnarcho,Is there any online forums or groups for computer science related majors across the country?,2020-12-14 18:33:53,"Burlington, NC"
2020-12-15  17:32,1338552694051631115,ulasbagci,RT @UCFCRCV: A Master of Science in Computer Vision at UCF has been approved by the Florida Board of Governors to begin in Fall 2021. This…,2020-12-14 18:33:26,"Orlando, FL"
2020-12-15  17:32,1338552612535238656,JonCoelho7,"RT @ydojmal: - Bachelor of Science in Electrical and Computer Engineering 19’ ✅ 
- Master of Science in Management/Business 20’ ✅",2020-12-14 18:33:06,"Barnstable Town, MA"
2020-12-15  17:32,1338552561826205697,education_24x7,RT @EngineersDay: [Job] Senior Lecturer / Lecturer (Computer Science and IT) | Company: Tunku Abdul Rahman University College Penang Branch…,2020-12-14 18:32:54,Delhi
2020-12-15  17:32,1338552535674544130,shafikyaghmour,"RT @itsafronomics: Good morning to everyone but University of Texas Computer Science department @UTCompSci, which has been using a  biased…",2020-12-14 18:32:48,"Cupertino, CA"
2020-12-15  17:32,1338552369752268801,nataliaenvy,"RT @MJMadda: TODAY IS THE FINAL DAY! Black and Latinx high school students, apply for this free virtual computer science education program…",2020-12-14 18:32:08,"New York, USA"
2020-12-15  17:32,1338552290131775495,ItsSofiri,"RT @JRay_Oke: Thankful to everyone who played a part in getting me back in school, I came back and did it in style! 

BS in Computer Scienc…",2020-12-14 18:31:49,
2020-12-15  17:32,1338552087769178118,amazingtutors_,"We handle your;
History
Computer science
Data base
PowerPoint
Business law
Statistics
Algebra
Medical science
Essay… https://t.co/aTmxpCD2C6",2020-12-14 18:31:01,
2020-12-15  17:32,1338551974493528065,tri_dao,RT @CSatETH: We are happy to announce that Theodoros Rekatsinas will be joining our department as Tenure Track Assistant Professor of Compu…,2020-12-14 18:30:34,"Stanford, CA"
2020-12-15  17:32,1338551969267507202,Joeyboy25526204,@jsolomonReports Do Dems follow computer science? https://t.co/4nb5NDoGXI,2020-12-14 18:30:33,
2020-12-15  17:32,1338551616920752129,HarryHSolo,"RT @bourbonfridays: Thu Dec 17 @VentureCafeSTL Highlights // Fundamentals Of Computer Science And 'Pre-React' JavaScript, Pitch Nite #21, A…",2020-12-14 18:29:09,
2020-12-15  17:32,1338551594858766339,bourbonfridays,"Thu Dec 17 @VentureCafeSTL Highlights // Fundamentals Of Computer Science And 'Pre-React' JavaScript, Pitch Nite #2… https://t.co/jhHpioGdQu",2020-12-14 18:29:03,"St Louis, MO"
2020-12-15  17:32,1338551479385276417,Fay_Rose_,@ThugaManLaForge Oof this was depressing but likely true. I know I've shown you the Smithsonian article in the past… https://t.co/irdmdoSv0Y,2020-12-14 18:28:36,"Bellevue, WA"
